timestamp,users_holding
5/10/2018 15:45,63307
5/10/2018 16:45,63136
5/10/2018 17:45,62976
5/10/2018 18:45,62824
5/10/2018 19:45,62594
5/10/2018 20:45,62473
5/10/2018 21:45,62439
5/10/2018 22:45,62430
5/10/2018 23:45,62430
5/11/2018 0:45,62430
5/11/2018 1:45,62430
5/11/2018 2:45,62430
5/11/2018 3:45,62430
5/11/2018 4:45,62430
5/11/2018 5:45,62430
5/11/2018 6:45,62430
5/11/2018 7:45,62430
5/11/2018 8:45,62430
5/11/2018 9:45,62433
5/11/2018 10:45,62432
5/11/2018 11:45,62432
5/11/2018 12:45,62432
5/11/2018 13:45,62432
5/11/2018 14:45,62339
5/11/2018 15:45,62258
5/11/2018 16:45,62238
5/11/2018 17:45,62193
5/11/2018 18:45,62146
5/11/2018 19:45,62070
5/11/2018 20:45,62004
5/11/2018 21:45,62003
5/11/2018 22:45,62000
5/11/2018 23:45,62000
5/12/2018 0:45,62000
5/12/2018 1:45,62000
5/12/2018 2:45,62000
5/12/2018 3:45,62000
5/12/2018 4:45,62000
5/12/2018 5:45,62000
5/12/2018 6:45,62000
5/12/2018 7:45,62000
5/12/2018 8:45,62000
5/12/2018 9:45,62000
5/12/2018 10:45,62003
5/12/2018 11:45,62003
5/12/2018 12:45,62003
5/12/2018 13:45,62003
5/12/2018 14:45,62003
5/12/2018 15:45,62003
5/12/2018 16:45,62003
5/12/2018 17:45,62003
5/12/2018 18:45,62003
5/12/2018 19:45,62003
5/12/2018 20:45,62003
5/12/2018 21:45,62003
5/12/2018 22:45,62003
5/12/2018 23:45,62003
5/13/2018 0:45,62003
5/13/2018 1:45,62003
5/13/2018 2:45,62003
5/13/2018 3:45,62003
5/13/2018 4:45,62003
5/13/2018 5:45,62003
5/13/2018 6:45,62003
5/13/2018 7:45,62003
5/13/2018 8:45,62003
5/13/2018 9:45,62003
5/13/2018 10:45,62003
5/13/2018 11:45,62003
5/13/2018 12:45,62003
5/13/2018 13:45,62003
5/13/2018 14:45,62003
5/13/2018 15:45,62003
5/13/2018 16:45,62003
5/13/2018 17:45,62003
5/13/2018 18:45,62003
5/13/2018 19:45,62003
5/13/2018 20:45,62003
5/13/2018 21:45,62003
5/13/2018 22:45,62003
5/13/2018 23:45,62003
5/14/2018 0:45,62003
5/14/2018 1:45,62003
5/14/2018 2:45,62003
5/14/2018 3:45,62003
5/14/2018 4:45,62003
5/14/2018 5:45,62003
5/14/2018 6:45,62003
5/14/2018 7:45,62003
5/14/2018 8:45,62003
5/14/2018 9:45,62003
5/14/2018 10:45,62003
5/14/2018 11:45,62003
5/14/2018 12:45,62003
5/14/2018 13:45,61999
5/14/2018 14:45,61991
5/14/2018 15:45,61894
5/14/2018 16:45,61769
5/14/2018 17:45,61717
5/14/2018 18:45,61669
5/14/2018 19:45,61615
5/14/2018 20:45,61572
5/14/2018 21:45,61565
5/14/2018 22:45,61567
5/14/2018 23:45,61567
5/15/2018 0:45,61567
5/15/2018 1:45,61567
5/15/2018 2:45,61567
5/15/2018 3:45,61567
5/15/2018 4:45,61567
5/15/2018 5:45,61567
5/15/2018 6:45,61567
5/15/2018 7:45,61567
5/15/2018 8:45,61567
5/15/2018 9:45,61567
5/15/2018 10:45,61567
5/15/2018 11:45,61567
5/15/2018 12:45,61567
5/15/2018 13:45,61567
5/15/2018 14:45,61515
5/15/2018 15:45,61485
5/15/2018 16:45,61463
5/15/2018 17:45,61456
5/15/2018 18:45,61449
5/15/2018 19:45,61447
5/15/2018 20:45,61431
5/15/2018 21:45,61435
5/15/2018 22:45,61433
5/15/2018 23:45,61433
5/16/2018 0:45,61433
5/16/2018 1:45,61433
5/16/2018 2:45,61433
5/16/2018 3:45,61433
5/16/2018 4:45,61433
5/16/2018 5:45,61433
5/16/2018 6:45,61433
5/16/2018 7:45,61433
5/16/2018 8:45,61433
5/16/2018 9:45,61433
5/16/2018 10:45,61435
5/16/2018 11:45,61435
5/16/2018 12:45,61435
5/16/2018 13:45,61435
5/16/2018 14:45,61389
5/16/2018 15:45,61350
5/16/2018 16:45,61333
5/16/2018 17:45,61311
5/16/2018 18:45,61272
5/16/2018 19:45,61268
5/16/2018 20:45,61197
5/16/2018 21:45,61188
5/16/2018 22:45,61187
5/16/2018 23:45,61187
5/17/2018 0:45,61187
5/17/2018 1:45,61187
5/17/2018 2:45,61187
5/17/2018 3:45,61187
5/17/2018 4:45,61187
5/17/2018 5:45,61187
5/17/2018 6:45,61187
5/17/2018 7:45,61187
5/17/2018 8:45,61187
5/17/2018 9:45,61187
5/17/2018 10:45,61188
5/17/2018 11:45,61188
5/17/2018 12:45,61188
5/17/2018 13:45,61188
5/17/2018 14:45,61220
5/17/2018 15:45,61188
5/18/2018 7:45,61069
5/18/2018 8:45,61069
5/18/2018 9:45,61069
5/18/2018 10:45,61069
5/18/2018 11:45,61069
5/18/2018 12:45,61069
5/18/2018 13:45,61069
5/18/2018 14:45,61012
5/18/2018 15:45,60982
5/18/2018 16:45,60962
5/18/2018 17:45,60944
5/18/2018 18:45,60924
5/18/2018 19:45,60906
5/18/2018 20:45,60884
5/18/2018 21:45,60884
5/18/2018 22:45,60883
5/18/2018 23:45,60883
5/19/2018 0:45,60883
5/19/2018 1:45,60883
5/19/2018 2:45,60883
5/19/2018 3:45,60883
5/19/2018 4:45,60883
5/19/2018 5:45,60883
5/19/2018 6:45,60883
5/19/2018 7:45,60883
5/19/2018 8:45,60883
5/19/2018 9:45,60883
5/19/2018 10:45,60887
5/19/2018 11:45,60887
5/19/2018 12:45,60887
5/19/2018 13:45,60887
5/19/2018 14:45,60887
5/19/2018 15:45,60887
5/19/2018 16:45,60887
5/19/2018 17:45,60887
5/19/2018 18:45,60887
5/19/2018 19:45,60887
5/19/2018 20:45,60887
5/19/2018 21:45,60887
5/19/2018 22:45,60887
5/19/2018 23:45,60887
5/20/2018 0:45,60887
5/20/2018 1:45,60887
5/20/2018 2:45,60887
5/20/2018 3:45,60887
5/20/2018 4:45,60887
5/20/2018 5:45,60887
5/20/2018 6:45,60887
5/20/2018 7:45,60887
5/20/2018 8:45,60887
5/20/2018 9:45,60887
5/20/2018 10:45,60887
5/20/2018 11:45,60887
5/20/2018 12:45,60887
5/20/2018 13:45,60887
5/20/2018 14:45,60887
5/20/2018 15:45,60887
5/20/2018 16:45,60887
5/20/2018 17:45,60887
5/20/2018 18:45,60887
5/20/2018 19:45,60887
5/20/2018 20:45,60887
5/20/2018 21:45,60887
5/20/2018 22:45,60887
5/20/2018 23:45,60887
5/21/2018 0:45,60887
5/21/2018 1:45,60887
5/21/2018 2:45,60887
5/21/2018 3:45,60887
5/21/2018 4:45,60887
5/21/2018 5:45,60887
5/21/2018 6:45,60887
5/21/2018 7:45,60887
5/21/2018 8:45,60887
5/21/2018 9:45,60887
5/21/2018 10:45,60887
5/21/2018 11:45,60887
5/21/2018 12:45,60887
5/21/2018 13:45,60887
5/21/2018 14:45,60870
5/21/2018 15:45,60844
5/21/2018 16:45,60834
5/21/2018 17:45,60825
5/21/2018 18:45,60797
5/21/2018 19:45,60797
5/21/2018 20:45,60823
5/21/2018 21:45,60821
5/21/2018 22:45,60822
5/21/2018 23:45,60822
5/22/2018 0:45,60822
5/22/2018 1:45,60822
5/22/2018 2:45,60822
5/22/2018 3:45,60822
5/22/2018 4:45,60822
5/22/2018 5:45,60822
5/22/2018 6:45,60822
5/22/2018 7:45,60822
5/22/2018 8:45,60822
5/22/2018 9:45,60822
5/22/2018 10:45,60822
5/22/2018 11:45,60822
5/22/2018 12:45,60825
5/22/2018 13:45,60825
5/22/2018 14:45,60769
5/22/2018 15:45,60707
5/22/2018 16:45,60709
5/22/2018 17:45,60738
5/22/2018 18:45,60773
5/22/2018 19:45,60805
5/22/2018 20:45,60821
5/22/2018 21:45,60822
5/22/2018 22:45,60823
5/22/2018 23:45,60823
5/23/2018 0:45,60823
5/23/2018 1:45,60823
5/23/2018 2:45,60823
5/23/2018 3:45,60823
5/23/2018 4:45,60823
5/23/2018 5:45,60823
5/23/2018 6:45,60823
5/23/2018 7:45,60823
5/23/2018 8:45,60823
5/23/2018 9:45,60824
5/23/2018 10:45,60825
5/23/2018 11:45,60825
5/23/2018 12:45,60825
5/23/2018 13:45,60826
5/23/2018 14:45,60836
5/23/2018 15:45,60889
5/23/2018 16:45,60950
5/23/2018 17:45,60976
5/23/2018 18:45,60989
5/23/2018 19:45,60988
5/23/2018 20:45,60995
5/23/2018 21:45,60999
5/23/2018 22:45,61005
5/23/2018 23:45,61005
5/24/2018 0:45,61005
5/24/2018 1:45,61005
5/24/2018 2:45,61005
5/24/2018 3:45,61005
5/24/2018 4:45,61005
5/24/2018 6:45,61005
5/24/2018 7:45,61005
5/24/2018 8:45,61005
5/24/2018 9:45,61005
5/24/2018 10:45,61009
5/24/2018 11:45,61009
5/24/2018 12:45,61009
5/24/2018 20:14,61282
5/24/2018 20:45,61282
5/24/2018 21:45,61278
5/24/2018 22:45,61276
5/24/2018 23:45,61276
5/25/2018 0:45,61276
5/25/2018 1:45,61276
5/25/2018 2:45,61276
5/25/2018 3:45,61276
5/25/2018 4:45,61276
5/25/2018 5:45,61276
5/25/2018 6:45,61276
5/25/2018 7:45,61276
5/25/2018 8:45,61276
5/25/2018 9:45,61276
5/25/2018 10:45,61280
5/25/2018 11:45,61280
5/25/2018 12:45,61280
5/25/2018 13:45,61280
5/25/2018 14:45,61266
5/25/2018 15:45,61260
5/25/2018 16:45,61235
5/25/2018 17:45,61280
5/25/2018 18:45,61295
5/25/2018 19:45,61295
5/25/2018 20:45,61310
5/25/2018 21:45,61314
5/25/2018 22:45,61317
5/25/2018 23:45,61317
5/26/2018 0:45,61317
5/26/2018 1:45,61317
5/26/2018 2:45,61317
5/26/2018 3:45,61317
5/26/2018 4:45,61317
5/26/2018 5:45,61317
5/26/2018 6:45,61317
5/26/2018 7:45,61317
5/26/2018 8:45,61317
5/26/2018 9:45,61317
5/26/2018 10:45,61317
5/26/2018 11:45,61317
5/26/2018 12:45,61317
5/26/2018 13:45,61317
5/26/2018 14:45,61317
5/26/2018 15:45,61317
5/26/2018 16:45,61317
5/26/2018 17:45,61317
5/26/2018 18:45,61317
5/26/2018 19:45,61317
5/26/2018 20:45,61317
5/26/2018 21:45,61317
5/26/2018 22:45,61317
5/26/2018 23:45,61317
5/27/2018 0:45,61317
5/27/2018 1:45,61317
5/27/2018 2:45,61317
5/27/2018 3:45,61317
5/27/2018 4:45,61317
5/27/2018 5:45,61317
5/27/2018 6:45,61317
5/27/2018 7:45,61317
5/27/2018 8:45,61317
5/27/2018 9:45,61317
5/27/2018 10:45,61317
5/27/2018 11:45,61317
5/27/2018 12:45,61317
5/27/2018 13:45,61317
5/27/2018 14:45,61317
5/27/2018 15:45,61317
5/27/2018 16:45,61317
5/27/2018 17:45,61317
5/27/2018 18:45,61317
5/27/2018 19:45,61317
5/27/2018 20:45,61317
5/27/2018 21:45,61317
5/27/2018 22:45,61317
5/27/2018 23:45,61317
5/28/2018 0:45,61317
5/28/2018 1:45,61317
5/28/2018 2:45,61317
5/28/2018 3:45,61317
5/28/2018 4:45,61317
5/28/2018 5:45,61317
5/28/2018 6:45,61317
5/28/2018 7:45,61317
5/28/2018 8:45,61317
5/28/2018 9:45,61317
5/28/2018 10:45,61317
5/28/2018 11:45,61317
5/28/2018 12:45,61317
5/28/2018 13:45,61317
5/28/2018 14:45,61317
5/28/2018 15:45,61317
5/28/2018 16:45,61317
5/28/2018 17:45,61317
5/28/2018 18:45,61317
5/28/2018 19:45,61317
5/28/2018 20:45,61317
5/28/2018 21:45,61317
5/28/2018 22:45,61317
5/28/2018 23:45,61317
5/29/2018 0:45,61317
5/29/2018 1:45,61317
5/29/2018 2:45,61317
5/29/2018 3:45,61317
5/29/2018 4:45,61317
5/29/2018 5:45,61317
5/29/2018 6:45,61317
5/29/2018 7:45,61317
5/29/2018 8:45,61317
5/29/2018 9:45,61318
5/29/2018 10:45,61318
5/29/2018 11:45,61318
5/29/2018 12:45,61318
5/30/2018 19:56,62985
5/30/2018 20:45,63028
5/30/2018 21:45,63033
5/30/2018 22:45,63034
5/30/2018 23:45,63034
5/31/2018 0:45,63034
5/31/2018 1:45,63034
5/31/2018 2:45,63034
5/31/2018 3:45,63034
5/31/2018 4:45,63034
5/31/2018 5:45,63034
5/31/2018 6:45,63034
5/31/2018 7:45,63034
5/31/2018 8:45,63034
5/31/2018 9:45,63034
5/31/2018 10:45,63035
5/31/2018 11:45,63035
5/31/2018 12:45,63035
5/31/2018 13:45,63033
5/31/2018 14:45,63159
5/31/2018 15:45,63403
5/31/2018 16:45,63549
5/31/2018 17:45,63662
5/31/2018 18:45,63713
5/31/2018 19:45,63735
5/31/2018 20:45,63759
5/31/2018 21:45,63760
5/31/2018 22:45,63762
5/31/2018 23:45,63762
6/1/2018 0:45,63762
6/1/2018 1:45,63762
6/1/2018 2:45,63762
6/1/2018 3:45,63762
6/1/2018 4:45,63762
6/1/2018 5:45,63762
6/1/2018 6:45,63762
6/1/2018 7:45,63762
6/1/2018 8:45,63762
6/1/2018 9:45,63762
6/1/2018 10:45,63762
6/1/2018 11:45,63762
6/1/2018 12:45,63764
6/1/2018 13:45,63763
6/1/2018 14:45,63896
6/1/2018 15:45,63943
6/1/2018 16:45,64006
6/1/2018 17:45,64145
6/1/2018 18:45,64251
6/1/2018 19:45,64352
6/1/2018 20:45,64476
6/1/2018 21:45,64483
6/1/2018 22:45,64485
6/1/2018 23:45,64485
6/2/2018 0:45,64485
6/2/2018 1:45,64485
6/2/2018 2:45,64485
6/2/2018 3:45,64485
6/2/2018 4:45,64485
6/2/2018 5:45,64485
6/2/2018 6:45,64485
6/2/2018 7:45,64485
6/2/2018 8:45,64485
6/2/2018 9:45,64485
6/2/2018 10:45,64485
6/2/2018 11:45,64485
6/2/2018 12:45,64485
6/2/2018 13:45,64485
6/2/2018 14:45,64485
6/2/2018 15:45,64485
6/2/2018 16:45,64485
6/2/2018 17:45,64485
6/2/2018 18:45,64485
6/2/2018 19:45,64485
6/2/2018 20:45,64485
6/2/2018 21:45,64485
6/2/2018 22:45,64485
6/2/2018 23:45,64485
6/3/2018 0:45,64485
6/3/2018 1:45,64485
6/3/2018 2:45,64485
6/3/2018 3:45,64485
6/3/2018 4:45,64485
6/3/2018 5:45,64485
6/3/2018 6:45,64485
6/3/2018 19:47,64485
6/3/2018 20:45,64485
6/3/2018 21:45,64485
6/3/2018 22:45,64485
6/3/2018 23:45,64485
6/4/2018 0:45,64485
6/4/2018 1:45,64485
6/4/2018 2:45,64485
6/4/2018 3:45,64485
6/4/2018 4:45,64485
6/4/2018 5:45,64485
6/4/2018 6:45,64485
6/4/2018 7:45,64485
6/4/2018 8:45,64485
6/4/2018 9:45,64487
6/4/2018 10:45,64487
6/4/2018 11:45,64487
6/4/2018 12:45,64487
6/4/2018 13:45,64489
6/4/2018 14:45,64632
6/4/2018 15:45,64584
6/4/2018 16:45,64525
6/4/2018 17:45,64491
6/4/2018 18:45,64486
6/4/2018 19:45,64513
6/4/2018 20:45,64466
6/4/2018 21:45,64461
6/4/2018 22:45,64460
6/4/2018 23:45,64460
6/5/2018 0:45,64460
6/5/2018 1:45,64460
6/5/2018 2:45,64460
6/5/2018 3:45,64460
6/5/2018 4:45,64460
6/5/2018 5:45,64460
6/5/2018 6:45,64460
6/5/2018 7:45,64460
6/5/2018 8:45,64460
6/5/2018 9:45,64460
6/5/2018 10:45,64460
6/5/2018 11:45,64460
6/5/2018 12:45,64460
6/5/2018 13:46,64459
6/5/2018 14:45,64447
6/5/2018 15:45,64419
6/5/2018 16:45,64419
6/5/2018 17:45,64403
6/5/2018 18:45,64395
6/5/2018 19:45,64382
6/5/2018 20:45,64435
6/5/2018 21:45,64447
6/5/2018 22:45,64450
6/5/2018 23:45,64450
6/6/2018 0:45,64450
6/6/2018 1:45,64450
6/6/2018 2:45,64450
6/6/2018 3:45,64450
6/6/2018 4:45,64450
6/6/2018 5:45,64450
6/6/2018 6:45,64450
6/6/2018 7:45,64450
6/6/2018 8:45,64450
6/6/2018 9:45,64450
6/6/2018 10:45,64452
6/6/2018 11:45,64452
6/6/2018 12:45,64452
6/6/2018 13:45,64452
6/6/2018 14:45,64497
6/6/2018 15:45,64456
6/6/2018 16:45,64389
6/6/2018 17:45,64305
6/6/2018 18:45,64240
6/6/2018 19:45,64189
6/6/2018 20:45,64119
6/6/2018 21:45,64114
6/6/2018 22:45,64107
6/6/2018 23:45,64107
6/7/2018 0:45,64107
6/7/2018 1:45,64107
6/7/2018 2:45,64107
6/7/2018 3:45,64107
6/7/2018 4:45,64107
6/7/2018 5:45,64107
6/7/2018 6:45,64107
6/7/2018 7:45,64107
6/7/2018 8:45,64107
6/7/2018 9:45,64107
6/7/2018 10:45,64107
6/7/2018 11:45,64107
6/7/2018 12:45,64107
6/7/2018 13:45,64103
6/7/2018 14:45,64027
6/7/2018 15:45,63894
6/7/2018 16:45,63834
6/7/2018 17:45,63807
6/7/2018 18:45,63742
6/7/2018 19:45,63682
6/7/2018 20:45,63653
6/7/2018 21:45,63651
6/7/2018 22:45,63654
6/7/2018 23:45,63654
6/8/2018 0:45,63654
6/8/2018 1:45,63654
6/8/2018 2:45,63654
6/8/2018 3:45,63654
6/8/2018 4:45,63654
6/8/2018 5:45,63654
6/8/2018 6:45,63654
6/8/2018 7:45,63654
6/8/2018 8:45,63654
6/8/2018 9:45,63656
6/8/2018 10:45,63660
6/8/2018 11:45,63660
6/8/2018 12:45,63660
6/8/2018 13:45,63661
6/8/2018 14:45,63577
6/8/2018 15:45,63514
6/8/2018 16:45,63477
6/8/2018 17:45,63420
6/8/2018 18:45,63384
6/8/2018 19:45,63339
6/8/2018 20:45,63274
6/8/2018 21:45,63266
6/8/2018 22:45,63263
6/8/2018 23:45,63263
6/9/2018 0:45,63263
6/9/2018 1:45,63263
6/9/2018 2:45,63263
6/9/2018 3:45,63263
6/9/2018 4:45,63263
6/9/2018 5:45,63263
6/9/2018 6:45,63263
6/9/2018 7:45,63263
6/9/2018 8:45,63263
6/9/2018 9:45,63263
6/9/2018 10:45,63262
6/9/2018 11:45,63262
6/9/2018 12:45,63262
6/9/2018 13:45,63262
6/9/2018 14:45,63262
6/9/2018 15:45,63262
6/9/2018 16:45,63262
6/9/2018 17:45,63262
6/9/2018 18:45,63262
6/9/2018 19:45,63262
6/9/2018 20:45,63262
6/9/2018 21:45,63262
6/9/2018 22:45,63262
6/9/2018 23:45,63262
6/10/2018 0:45,63262
6/10/2018 1:45,63262
6/10/2018 2:45,63262
6/10/2018 3:45,63262
6/10/2018 4:45,63262
6/10/2018 5:45,63262
6/10/2018 6:45,63262
6/10/2018 7:45,63262
6/10/2018 8:45,63262
6/10/2018 9:45,63262
6/10/2018 10:45,63262
6/10/2018 11:45,63262
6/10/2018 12:45,63262
6/10/2018 13:45,63262
6/10/2018 14:45,63262
6/10/2018 15:45,63262
6/10/2018 16:45,63262
6/10/2018 17:45,63262
6/10/2018 18:45,63262
6/10/2018 19:45,63262
6/10/2018 20:45,63262
6/10/2018 21:45,63262
6/10/2018 22:45,63262
6/10/2018 23:45,63262
6/11/2018 0:45,63262
6/11/2018 1:45,63262
6/11/2018 2:45,63262
6/11/2018 3:45,63262
6/11/2018 4:45,63262
6/11/2018 6:45,63262
6/11/2018 7:45,63262
6/11/2018 8:45,63262
6/11/2018 9:45,63261
6/11/2018 10:45,63258
6/11/2018 11:45,63258
6/11/2018 12:45,63258
6/11/2018 13:45,63258
6/11/2018 14:45,63234
6/11/2018 15:45,63196
6/11/2018 16:45,63150
6/11/2018 17:45,63049
6/11/2018 18:45,63016
6/11/2018 19:45,62985
6/11/2018 20:45,62950
6/11/2018 21:45,62946
6/11/2018 22:45,62944
6/11/2018 23:45,62944
6/12/2018 0:45,62944
6/12/2018 1:45,62944
6/12/2018 2:45,62944
6/12/2018 3:45,62944
6/12/2018 4:45,62944
6/12/2018 5:45,62944
6/12/2018 6:45,62944
6/12/2018 7:45,62944
6/12/2018 8:45,62944
6/12/2018 9:45,62944
6/12/2018 10:45,62944
6/12/2018 11:45,62944
6/12/2018 12:45,62943
6/12/2018 13:45,62942
6/12/2018 14:45,62901
6/12/2018 15:45,62871
6/12/2018 16:45,62764
6/12/2018 17:45,62715
6/12/2018 18:45,62681
6/12/2018 19:45,62637
6/12/2018 20:45,62616
6/12/2018 21:45,62620
6/12/2018 22:45,62636
6/12/2018 23:45,62636
6/13/2018 0:45,62636
6/13/2018 1:45,62636
6/13/2018 2:45,62636
6/13/2018 3:45,62636
6/13/2018 4:45,62636
6/13/2018 5:45,62636
6/13/2018 6:45,62636
6/13/2018 7:45,62636
6/13/2018 8:45,62636
6/13/2018 9:45,62636
6/13/2018 10:45,62636
6/13/2018 11:45,62636
6/13/2018 12:45,62637
6/13/2018 13:45,62643
6/13/2018 14:45,62511
6/13/2018 15:45,62353
6/13/2018 16:45,62212
6/13/2018 17:45,62114
6/13/2018 18:45,62026
6/13/2018 19:45,61967
6/13/2018 20:45,61954
6/13/2018 21:45,61945
6/13/2018 22:45,61937
6/13/2018 23:45,61937
6/14/2018 0:45,61937
6/14/2018 1:45,61937
6/14/2018 2:45,61937
6/14/2018 3:45,61937
6/14/2018 4:45,61937
6/14/2018 5:45,61937
6/14/2018 6:45,61937
6/14/2018 7:45,61937
6/14/2018 8:45,61937
6/14/2018 9:45,61937
6/14/2018 10:45,61936
6/14/2018 11:45,61936
6/14/2018 12:45,61936
6/14/2018 13:45,61930
6/14/2018 14:45,61828
6/14/2018 15:45,61753
6/14/2018 16:45,61702
6/14/2018 17:45,61663
6/14/2018 18:45,61600
6/14/2018 19:45,61576
6/14/2018 20:45,61555
6/14/2018 21:45,61551
6/14/2018 22:45,61549
6/14/2018 23:45,61549
6/15/2018 0:45,61549
6/15/2018 1:45,61549
6/15/2018 2:45,61549
6/15/2018 3:45,61549
6/15/2018 4:45,61549
6/15/2018 5:45,61549
6/15/2018 6:45,61549
6/15/2018 7:45,61549
6/15/2018 8:45,61549
6/15/2018 9:45,61549
6/15/2018 10:45,61549
6/15/2018 11:45,61549
6/15/2018 12:45,61549
6/15/2018 13:45,61553
6/15/2018 14:45,61519
6/15/2018 15:45,61490
6/15/2018 16:45,61476
6/15/2018 17:45,61463
6/15/2018 18:45,61422
6/15/2018 19:45,61396
6/15/2018 20:45,61370
6/15/2018 21:45,61368
6/15/2018 22:45,61368
6/15/2018 23:45,61368
6/16/2018 0:45,61368
6/16/2018 1:45,61368
6/16/2018 2:45,61368
6/16/2018 3:45,61368
6/16/2018 4:45,61368
6/16/2018 5:45,61368
6/16/2018 6:45,61368
6/16/2018 7:45,61368
6/16/2018 8:45,61368
6/16/2018 9:45,61368
6/16/2018 10:45,61368
6/16/2018 11:45,61368
6/16/2018 12:45,61368
6/16/2018 13:45,61368
